timestamp, index, name, utilization.gpu [%], utilization.memory [%], memory.used [MiB], memory.total [MiB]
2019/04/15 16:00:12.496, 0, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.497, 1, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.498, 2, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.499, 3, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.620, 0, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.621, 1, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.621, 2, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.622, 3, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.742, 0, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.743, 1, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.744, 2, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.744, 3, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.865, 0, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.865, 1, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.866, 2, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.866, 3, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.987, 0, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.987, 1, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.988, 2, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:12.989, 3, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:13.109, 0, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:13.110, 1, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:13.110, 2, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:13.111, 3, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:13.231, 0, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:13.232, 1, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
2019/04/15 16:00:13.232, 2, Tesla P40, 0 %, 0 %, 0 MiB, 22919 MiB
